Gesamtbetrag_Einkuenfte,Versorgungsbezuege
62445.36315958363,0.0
62525.184006279465,0.0
62599.454022742524,0.0
62655.72046367788,0.0
62662.19892903376,0.0
62551.90712878895,0.0
62611.947491229665,0.0
62614.073194272,0.0
62695.22014032618,0.0
63093.330748964174,0.0
63128.328561345596,0.0
63099.38806956256,0.0
63098.22476087598,0.0
63103.60593255412,0.0
63094.67342301131,0.0
63085.79881183409,0.0
63125.57606790843,0.0
62971.049212457714,0.0
63005.786424738726,0.0
62991.92425045434,0.0
62994.462950396526,0.0
62974.57290180848,0.0
62992.509724118034,0.0
62961.701541630755,0.0
63012.623277125735,0.0
62968.0327749695,0.0
62704.512701463944,0.0
62745.92231477923,0.0
62715.23541156496,0.0
62753.847893969054,0.0
62754.65888377544,0.0
63143.632628695006,0.0
63202.78775769041,0.0
63176.95064717365,0.0
63224.27024201216,0.0
63226.076716236115,0.0
63130.94943654241,0.0
63223.57645918311,0.0
63216.477800698056,0.0
63156.76208425885,0.0
63344.300636563974,0.0
63348.58055013207,0.0
63348.814485189185,0.0
63341.76520633209,0.0
63358.365010447334,0.0
63353.58044339919,0.0
63341.576507437196,0.0
63363.95744463936,0.0
63364.47903480616,0.0
63367.68176952355,0.0
63364.73828887618,0.0
63890.01196742699,0.0
63915.26319104706,0.0
63907.74413935412,0.0
63881.70255693412,0.0
63875.77504502975,0.0
63961.9975605035,0.0
63899.72302481265,0.0
63920.58365784434,0.0
63917.033778102246,0.0
63594.1613841147,0.0
63682.76227673597,0.0
63760.79886182854,0.0
63733.814881897044,0.0
63709.717405636504,0.0
63576.7340343788,0.0
63583.5214137678,0.0
64172.08732708957,0.0
64186.27576801619,0.0
64178.131436683,0.0
64188.21473810385,0.0
64166.121426898164,0.0
64178.11550971081,0.0
64141.30673606658,0.0
64137.765592821495,0.0
64176.77851165496,0.0
64159.66383940778,0.0
64119.01584854479,0.0
64135.6937359222,0.0
64117.16853141949,0.0
64205.04377657544,0.0
64198.36356872174,0.0
64200.361531132905,0.0
64210.214821706955,0.0
64228.03106531979,0.0
64214.62066057545,0.0
64225.653464486066,0.0
64197.05835975569,0.0
64225.04607355628,0.0
64198.415082898624,0.0
64232.126324372,0.0
64279.9786595504,0.0
64605.38895704639,0.0
64595.49244667996,0.0
64550.42380883493,0.0
64548.76419251038,0.0
64532.07480864071,0.0
64607.23349127705,0.0
64458.96276800009,0.0
64468.732815587406,0.0
64445.46624214355,0.0
64506.26875374342,0.0
64462.35345309259,0.0
64467.00203963353,0.0
64475.14221434025,0.0
64461.47895667705,0.0
64488.393012764995,0.0
64707.561414340285,0.0
64670.45526082923,0.0
64670.8851665524,0.0
64684.64484539636,0.0
64685.51948093179,0.0
64685.52796856846,0.0
64698.86554553544,0.0
64717.227915823445,0.0
64682.23243042451,0.0
64707.680456967086,0.0
64678.024821629864,0.0
64715.174782950206,0.0
64690.61100845438,0.0
74648.56511176137,0.0
74697.47185554028,0.0
74637.25049687747,0.0
74667.991086826,0.0
74644.04487983264,0.0
74623.45801620379,0.0
74916.24491076871,0.0
74928.97727025277,0.0
74920.00146404833,0.0
74973.79185926828,0.0
74951.06756422944,0.0
74972.551954512,0.0
75018.11264777574,0.0
74976.91620194924,0.0
75007.25650908773,0.0
74513.1163867157,0.0
74512.74077085518,0.0
74517.85514030122,0.0
74526.95158452824,0.0
74512.016481319,0.0
74494.11658053665,0.0
74507.35383354557,0.0
74535.15516861521,0.0
74356.64195167815,0.0
74357.03289556406,0.0
74277.09423597634,0.0
74344.36410047911,0.0
74340.16248586874,0.0
74228.98858895502,0.0
74182.48510918375,0.0
74230.98427322092,0.0
74249.69694783962,0.0
74255.93904969357,0.0
74206.62678985379,0.0
74214.56427895576,0.0
73830.63428646482,0.0
73789.8074470147,0.0
73898.1259108047,0.0
73844.91971235364,0.0
73896.52598761575,0.0
73770.28505226792,0.0
73851.88864006154,0.0
73925.01936658613,0.0
74147.95759025194,0.0
74037.58281243885,0.0
74066.27281452237,0.0
74016.82877096851,0.0
74045.93413224738,0.0
74158.29217704665,0.0
74044.71287597953,0.0
74014.91147598518,0.0
74105.99559311288,0.0
74121.67884912172,0.0
73413.80587903198,0.0
73382.94173609628,0.0
73325.32380924442,0.0
73383.70789225325,0.0
73410.45121066381,0.0
73354.3910616562,0.0
72950.26845537384,0.0
72943.68973640757,0.0
72942.95485119772,0.0
72941.95001992899,0.0
73001.2914797324,0.0
72941.1149247448,0.0
72951.19844032719,0.0
72969.52155233927,0.0
73066.2841295939,0.0
73048.66880860152,0.0
73049.98501796235,0.0
73095.33653082022,0.0
73045.84531571952,0.0
73063.54076868776,0.0
73009.48121393847,0.0
73074.00240030212,0.0
73003.41654307864,0.0
73007.85352847903,0.0
72607.37187174898,0.0
72558.42051673288,0.0
72517.03245319705,0.0
72614.48184568714,0.0
72489.68042794743,0.0
72591.89321982392,0.0
72482.28141884138,0.0
72478.56334534247,0.0
72661.74980283389,0.0
72855.38146431695,0.0
72768.56401757465,0.0
72724.57802410556,0.0
72776.21370361513,0.0
72790.03098183894,0.0
72837.91552801277,0.0
72078.33503545419,0.0
72134.29722794311,0.0
72063.13921489804,0.0
72099.1292532506,0.0
72070.89703596898,0.0
72128.84008361149,0.0
72057.14224816689,0.0
72099.00615890458,0.0
72109.80310846539,0.0
72108.06210022932,0.0
72289.23811988339,0.0
72458.99391548046,0.0
72284.047125771,0.0
72384.5965543242,0.0
72429.99941132987,0.0
72443.75451116479,0.0
72351.85883585548,0.0
71756.61840080481,0.0
71766.92970159119,0.0
71815.23776236265,0.0
71734.36559511472,0.0
71739.91835336505,0.0
71822.36135493328,0.0
71781.81565885323,0.0
71763.07124900131,0.0
71470.09915429268,0.0
71554.50395992726,0.0
71466.27000506366,0.0
71544.6479102731,0.0
71554.92882667395,0.0
71277.35203982313,0.0
71204.34197837199,0.0
71236.79976994036,0.0
71210.44579773876,0.0
71224.49300788168,0.0
71291.25112864267,0.0
71201.22245636537,0.0
71217.86151297516,0.0
71108.3702805039,0.0
71123.43618116774,0.0
71100.29312710582,0.0
71098.23725580603,0.0
71096.8019759906,0.0
71101.54686213938,0.0
71131.88763624166,0.0
71143.79627337908,0.0
71138.40562943136,0.0
71130.14627941897,0.0
71108.04434261675,0.0
71123.78221172426,0.0
71114.07284928157,0.0
70782.69140622474,0.0
70872.61910573658,0.0
70806.72514369918,0.0
70804.3335645101,0.0
70869.07424820702,0.0
70836.02292947982,0.0
70822.10940117325,0.0
70847.18006647687,0.0
70876.9243944115,0.0
70815.87197284342,0.0
70859.9249976002,0.0
70728.90825330582,0.0
70747.0560623696,0.0
70738.18355390076,0.0
70738.63099305531,0.0
70697.44679921328,0.0
70725.4228516292,0.0
70752.19814271592,0.0
70754.81848767765,0.0
70708.89461338843,0.0
70687.46651365084,0.0
70717.6196091535,0.0
70764.24449948453,0.0
70724.46945982802,0.0
70720.26778627459,0.0
70671.98406991595,0.0
70168.9667415374,0.0
70181.95605092138,0.0
70221.92523366945,0.0
70219.36565558956,0.0
70158.41499617723,0.0
70276.18122157232,0.0
70314.62857055014,0.0
70177.08435297193,0.0
70069.23519665246,0.0
70121.80846324237,0.0
70078.22220293255,0.0
68986.74436802432,0.0
69028.85008511538,0.0
69017.91105482093,0.0
68957.85317047226,0.0
68951.27726664515,0.0
68906.81036277948,0.0
68901.85279020749,0.0
68970.24285261024,0.0
68977.39500693792,0.0
69010.88147805158,0.0
69068.89988493064,0.0
68599.15565944105,0.0
68622.19976858264,0.0
68647.9168014101,0.0
68638.09642555987,0.0
68597.04069677368,0.0
68588.86803679274,0.0
68227.74452199617,0.0
68320.59329178355,0.0
68302.22108672277,0.0
68281.42382317084,0.0
68323.87001260147,0.0
68234.5766289651,0.0
68290.250264432,0.0
68238.29618660836,0.0
68252.19375254694,0.0
68318.99196679486,0.0
69118.26034888795,0.0
69122.30420053877,0.0
69170.52206880438,0.0
69146.90066222817,0.0
69168.42970388137,0.0
69173.46797598187,0.0
69143.96302131948,0.0
69088.19985532691,0.0
69176.35191942468,0.0
69111.18609550808,0.0
69169.80964638498,0.0
69149.8834498107,0.0
69699.23761873222,0.0
69661.59371807886,0.0
69688.45970119532,0.0
69678.95565163696,0.0
69622.23947081626,0.0
69801.15190703982,0.0
69686.46874003405,0.0
69658.33097473429,0.0
69695.93639879796,0.0
69745.94105706505,0.0
69625.1497077439,0.0
69860.58817617167,0.0
78010.3953338581,0.0
78186.73727018412,0.0
78007.8439150424,0.0
78028.13141571448,0.0
78168.58212113805,0.0
78127.44843203142,0.0
77998.75967171791,0.0
78131.75673401426,0.0
78090.00841101332,0.0
78029.48242015032,0.0
78015.5038502222,0.0
77774.58875929739,0.0
77763.71838231104,0.0
77615.84227701667,0.0
77779.23301619348,0.0
77946.55014913547,0.0
77978.37062951807,0.0
77801.50015530075,0.0
77804.96561633839,0.0
77856.52366811002,0.0
77821.11476070737,0.0
77035.79129041027,0.0
76979.78225261146,0.0
76990.16161709234,0.0
76942.2739735026,0.0
76981.45231007588,0.0
76942.04558602265,0.0
77030.46095304427,0.0
77008.41283554991,0.0
76892.04727920152,0.0
76728.26929831508,0.0
76804.5449148751,0.0
76775.72016953905,0.0
76929.45251499502,0.0
76810.78499836626,0.0
76824.56580972005,0.0
76920.02669214427,0.0
76860.19194740921,0.0
76925.02477401154,0.0
76906.51762008091,0.0
77182.45878397248,0.0
77516.33701628823,0.0
77479.1162663034,0.0
77523.27813385638,0.0
75910.89323131878,0.0
75896.21219837839,0.0
75969.30012259968,0.0
75961.1763926482,0.0
75913.99142001761,0.0
75996.81661485565,0.0
76024.62270614381,0.0
76058.49627805896,0.0
75871.00096825793,0.0
76640.46824214236,0.0
76632.34841069802,0.0
76616.16781030018,0.0
76638.61599115224,0.0
76632.62784875176,0.0
76646.40513434472,0.0
76627.87359671778,0.0
76648.37222165754,0.0
76364.95732991054,0.0
76472.39444207973,0.0
76328.10926550256,0.0
76416.77545698266,0.0
76488.31752152441,0.0
76445.31943908737,0.0
75757.82379179524,0.0
75741.33255377672,0.0
75757.55584231262,0.0
75737.87550577986,0.0
75752.54425334945,0.0
75712.77846468429,0.0
75711.71072960812,0.0
75764.69405746464,0.0
75829.35581893465,0.0
75727.1796232284,0.0
75859.88087578416,0.0
75705.65390208778,0.0
75850.75720282905,0.0
75507.44739937138,0.0
75504.02589701372,0.0
75501.45136875717,0.0
75497.90659235987,0.0
75505.57795973515,0.0
75529.15629578674,0.0
75541.9100453193,0.0
75524.59782079887,0.0
75627.11943132657,0.0
75610.72823238853,0.0
75635.087033074,0.0
75595.06942497402,0.0
75283.5149687657,0.0
75243.95184630982,0.0
75260.34757570714,0.0
75280.04841911969,0.0
75234.8420782686,0.0
75245.62619580688,0.0
75284.5899617115,0.0
75428.48053153644,0.0
75384.40406202091,0.0
75414.025522129,0.0
75339.91250057175,0.0
75349.43232557634,0.0
75408.7890971254,0.0
75339.17522126787,0.0
80152.0934985249,0.0
80198.57183386562,0.0
80187.59282058434,0.0
80157.07729639113,0.0
80192.68424010546,0.0
80132.096003662,0.0
80141.47527626557,0.0
80164.0457037709,0.0
80174.92321081327,0.0
80152.3386706831,0.0
80158.61708521655,0.0
80329.79264539042,0.0
80442.69785445316,0.0
80459.29812233835,0.0
80517.25054033307,0.0
80354.2341842542,0.0
80383.81453241178,0.0
80796.64603934246,0.0
80944.03683587423,0.0
80859.36427436251,0.0
80849.80222387286,0.0
80786.43797734211,0.0
80937.2375558312,0.0
81256.57165784549,0.0
81187.92158467826,0.0
81200.96891702946,0.0
81280.38894280804,0.0
81263.13264419124,0.0
81225.57327745923,0.0
81096.63477704703,0.0
81063.7062645429,0.0
81385.55162629939,0.0
81136.12005843688,0.0
81326.95551622409,0.0
81006.87260240725,0.0
81157.57466241802,0.0
81796.8173140355,0.0
81749.71305141173,0.0
81761.6427166642,0.0
81766.60119063081,0.0
81811.7346588064,0.0
81504.68161771797,0.0
81518.18274139347,0.0
81517.91987147622,0.0
81516.45633292866,0.0
81495.56055487988,0.0
81498.10244485174,0.0
81503.01893378618,0.0
81502.03102185306,0.0
81506.75362600027,0.0
81526.1539835218,0.0
81515.74087379563,0.0
81503.17826376754,0.0
81451.72417597732,0.0
81456.58699195257,0.0
81465.71132583951,0.0
81449.29917916004,0.0
79617.52704698165,0.0
79674.20682542745,0.0
79633.13484466447,0.0
79597.50065306757,0.0
79626.05363243738,0.0
79516.7464545892,0.0
79569.3092089692,0.0
79636.02728899277,0.0
79494.1415740102,0.0
80092.61082298376,0.0
79828.9818196955,0.0
79716.90948365214,0.0
79950.17555933188,0.0
79741.2214934801,0.0
79813.5443853123,0.0
79902.55230389324,0.0
79798.32092450415,0.0
79079.06771447259,0.0
79224.8741555996,0.0
79237.4175846503,0.0
79026.99491770036,0.0
79023.83679518265,0.0
78890.37226986326,0.0
78947.60521009642,0.0
79020.02386226642,0.0
78986.7518996968,0.0
78875.20686938231,0.0
79046.15624636612,0.0
78856.25345137638,0.0
78486.81054714824,0.0
78475.26908120463,0.0
78516.74149070085,0.0
78580.7557966611,0.0
78626.79943374847,0.0
78506.18006049927,0.0
78523.39996371277,0.0
78625.61995337735,0.0
78484.51367660916,0.0
78514.50897370982,0.0
78424.86459913103,0.0
78616.5123952476,0.0
83076.79523138802,0.0
82961.57442398752,0.0
82966.26349570649,0.0
82966.96396929171,0.0
82923.59734121941,0.0
82883.20760290405,0.0
82721.76864959211,0.0
82713.98126681193,0.0
82758.47633582725,0.0
82738.26847182377,0.0
82705.23138496056,0.0
82684.15154924309,0.0
82725.99896299481,0.0
82731.43635481302,0.0
82692.590217014,0.0
83486.18749676026,0.0
83496.97588575144,0.0
83511.7330162112,0.0
83413.08153924023,0.0
83510.58713565797,0.0
83412.6578375986,0.0
83477.39269564649,0.0
81948.13726873757,0.0
81928.69844507323,0.0
81949.37339283938,0.0
81953.64391815492,0.0
81951.53055329593,0.0
81956.88380187309,0.0
81952.96894288025,0.0
81949.2180320994,0.0
81922.24439680192,0.0
81921.0185480418,0.0
81922.67229549655,0.0
81956.90363472537,0.0
81939.89245193654,0.0
81935.66539575202,0.0
81931.69892524517,0.0
81965.67862017648,0.0
82414.76080716321,0.0
82330.7226702616,0.0
82368.64162910466,0.0
82432.7166789448,0.0
82356.173603723,0.0
82249.38575168258,0.0
84528.1110280019,0.0
84391.23805585355,0.0
84522.91155326554,0.0
84543.69574072839,0.0
84426.15046169059,0.0
84367.82031608494,0.0
84409.48991893583,0.0
84528.10819729547,0.0
84409.7105841595,0.0
84428.15019780248,0.0
84842.98702569093,0.0
84872.30255972061,0.0
84935.6242184064,0.0
84827.67578225523,0.0
84870.20100399836,0.0
84925.23503392095,0.0
84969.61833209828,0.0
84811.47059104512,0.0
84984.71038071024,0.0
84931.20040721739,0.0
84982.2527597319,0.0
84868.6930314288,0.0
83737.333242533,0.0
83768.66658372483,0.0
83741.30622631194,0.0
83731.15788297913,0.0
83806.08836938378,0.0
83812.75228764662,0.0
83573.19274620204,0.0
83710.78952517424,0.0
83670.22621640273,0.0
83516.6887230928,0.0
83631.45772945193,0.0
83628.68978173203,0.0
83562.25746910139,0.0
83714.83876865586,0.0
83722.57655137971,0.0
83633.74384758495,0.0
84060.26347055253,0.0
84121.88440535688,0.0
84141.88987749147,0.0
84064.96908011122,0.0
84091.35916240109,0.0
84148.22586550079,0.0
84114.90244222265,0.0
84125.94473666658,0.0
84162.19189478116,0.0
84253.44396303713,0.0
84231.22177826488,0.0
84195.56489952505,0.0
84202.75151734668,0.0
84219.37945622619,0.0
84178.83873406803,0.0
86373.24101058755,0.0
86466.97890407797,0.0
86372.14285516393,0.0
86481.73902634851,0.0
86362.62192229903,0.0
86428.39344133544,0.0
86694.5426593624,0.0
86569.55800126809,0.0
86682.26137333845,0.0
86808.93354141296,0.0
86546.77116687359,0.0
86568.6871166783,0.0
86756.68566865163,0.0
86744.91839170399,0.0
86851.28515699458,0.0
85439.89632432861,0.0
85553.58915202478,0.0
85615.4215552937,0.0
85430.98947292723,0.0
85305.55869766846,0.0
85583.73331089,0.0
85674.28351937786,0.0
85675.78271675321,0.0
85658.45103329273,0.0
85669.1356522533,0.0
85663.15017083583,0.0
85685.29911086684,0.0
85676.89010445932,0.0
85669.83227212098,0.0
85670.68984256459,0.0
85671.60556671096,0.0
85640.71414995611,0.0
88316.2415205826,0.0
88204.61688178866,0.0
88404.23116489957,0.0
88292.73211786657,0.0
88371.72236847787,0.0
88518.52567866685,0.0
88269.04928816043,0.0
88492.4284718421,0.0
87995.34481379764,0.0
87981.8002144751,0.0
88050.33729036634,0.0
87971.6200919157,0.0
88060.3790292046,0.0
88020.86280752545,0.0
88000.29978026284,0.0
88039.67299239522,0.0
88043.75814937643,0.0
88071.66452243966,0.0
87473.35970900058,0.0
87503.30108032872,0.0
87459.85906039452,0.0
87394.41206360716,0.0
87429.98596501694,0.0
87352.89031666827,0.0
87534.81508106104,0.0
87519.62028024501,0.0
87362.70393736944,0.0
87365.01681264394,0.0
87424.69829693015,0.0
87087.54116721441,0.0
87105.40223922806,0.0
87061.2962694277,0.0
87016.64428705923,0.0
87055.10647613165,0.0
87052.76623810393,0.0
87088.57554384798,0.0
87301.3799786719,0.0
87247.840809191,0.0
91476.86823670375,0.0
91510.73280932404,0.0
91550.71010092343,0.0
91498.82831302081,0.0
91239.36956437606,0.0
91872.32073587582,0.0
91881.09497817107,0.0
91959.48573761107,0.0
91709.07796969464,0.0
91589.9098627172,0.0
91785.68628568268,0.0
91700.0746642054,0.0
91632.91166961608,0.0
91735.6674518879,0.0
90452.59439169453,0.0
90328.09102306521,0.0
90395.88151448933,0.0
90379.3837260842,0.0
90570.43700943343,0.0
90567.62931933704,0.0
90547.15581808824,0.0
90563.81767640934,0.0
90560.37357576701,0.0
90563.74150646222,0.0
90552.55958052033,0.0
90567.26280878315,0.0
90874.20413504883,0.0
91135.9421588643,0.0
90830.9440734042,0.0
91009.14588044034,0.0
90752.94846444696,0.0
91058.71035794525,0.0
89477.12436229258,0.0
89635.07516866096,0.0
89648.02189033496,0.0
89517.35298708765,0.0
89579.26538567367,0.0
89619.07855980562,0.0
89568.10484333638,0.0
89629.38377662726,0.0
89892.77768583491,0.0
90004.70699580076,0.0
89898.09433029666,0.0
89934.73292595842,0.0
89955.6692789012,0.0
89311.130128559,0.0
89273.7614324979,0.0
89219.53369968125,0.0
89230.63172165854,0.0
89226.28025717448,0.0
89204.32302011707,0.0
89202.04323240927,0.0
89214.46303461496,0.0
89218.85214013497,0.0
89198.41586743941,0.0
89233.33173669028,0.0
89225.42579936935,0.0
88919.3168751975,0.0
88706.14651399075,0.0
88711.84634338356,0.0
88720.12041218489,0.0
88789.55453509066,0.0
88860.70025343762,0.0
94684.21841929118,0.0
94696.03173519502,0.0
94709.1668351224,0.0
94692.7026859328,0.0
94666.81715661267,0.0
94703.99936714709,0.0
94706.98949513231,0.0
94698.09893763495,0.0
94692.02064012358,0.0
94674.67941178948,0.0
94692.6276669257,0.0
94661.6000755021,0.0
94837.58150319479,0.0
94859.76465459281,0.0
94869.81480400045,0.0
94870.41674495682,0.0
95327.43121638674,0.0
95334.09124096253,0.0
95296.84624812854,0.0
95318.16375614902,0.0
95346.19287766583,0.0
95303.1628372262,0.0
95304.07538340334,0.0
95330.12713332976,0.0
95301.45478821348,0.0
95312.19996261757,0.0
95332.54355196287,0.0
95299.70038367121,0.0
95304.52823077,0.0
94480.52790568884,0.0
94419.60727636679,0.0
94232.57144408765,0.0
94177.82002111935,0.0
94178.23080194298,0.0
94440.18925676259,0.0
94309.4966196089,0.0
94456.92797267073,0.0
94228.5791376771,0.0
94276.91905666093,0.0
93192.69964960974,0.0
93175.84227169996,0.0
93099.6472534562,0.0
93168.9858291493,0.0
93272.49281559716,0.0
93247.27920416146,0.0
93382.97299515671,0.0
93440.51939249327,0.0
93320.33917226356,0.0
93446.36364072269,0.0
93381.74326507057,0.0
93412.35632879131,0.0
93423.89446678612,0.0
92728.52106352577,0.0
92766.70475520885,0.0
92680.03836323235,0.0
92681.54572094369,0.0
92835.75798822915,0.0
92644.97765609028,0.0
92707.79363505362,0.0
92785.4784189134,0.0
92577.14862526058,0.0
92509.01174820162,0.0
92501.35595134774,0.0
92433.36121644099,0.0
97062.80001666794,0.0
96963.29002250603,0.0
97018.50023480448,0.0
96924.31813334205,0.0
96997.40540147375,0.0
97092.78469807794,0.0
96930.31302327376,0.0
96909.3875598452,0.0
96260.30881423134,0.0
96321.9134292597,0.0
96307.79614550226,0.0
96450.48404014019,0.0
96413.68884558945,0.0
96361.09615282362,0.0
95856.07485600088,0.0
95889.62063036766,0.0
95887.58782372273,0.0
95946.12974053834,0.0
95870.99369194901,0.0
95894.92659063877,0.0
96008.56382178984,0.0
95734.2447712403,0.0
95787.88394625354,0.0
95746.40926795355,0.0
95790.17738951114,0.0
95430.10306133585,0.0
95446.95677792614,0.0
95420.27430525018,0.0
95445.01738953937,0.0
95405.26066554866,0.0
95436.583381262,0.0
95435.52021669035,0.0
95493.57792502065,0.0
95500.33219771076,0.0
95429.53753890438,0.0
98169.39100543992,0.0
98175.17978905534,0.0
98183.39754173209,0.0
98245.7963611588,0.0
98314.48328456655,0.0
98183.57010330894,0.0
98212.24089265906,0.0
98246.69061624461,0.0
98351.4825246385,0.0
98730.04369766504,0.0
98491.74522346554,0.0
98417.75964894699,0.0
98507.14490852518,0.0
98526.9129213992,0.0
98776.12833071178,0.0
98641.2099390905,0.0
98599.50300489395,0.0
97925.15664935696,0.0
97560.97537864014,0.0
97881.15381813484,0.0
97766.14550743549,0.0
97578.91855497599,0.0
97693.49735932746,0.0
97736.00879119466,0.0
97897.65083479583,0.0
97831.58677302113,0.0
97931.52633301579,0.0
97460.76520974228,0.0
97509.21401485897,0.0
97518.17886324768,0.0
97495.63309525496,0.0
100765.24971003945,0.0
100854.69365859269,0.0
100851.95011229703,0.0
100846.44793879114,0.0
100857.17222792277,0.0
100880.89581023209,0.0
100915.12634777195,0.0
100873.15880181637,0.0
100845.09619573808,0.0
100838.46401761394,0.0
101235.99268906678,0.0
101213.9715046718,0.0
101332.91758583223,0.0
101286.92871718942,0.0
101344.88661289836,0.0
