AnonID	Query	QueryTime	ItemRank	ClickURL
1337	fiserv	2006-03-24 14:05:01	3	http://www.fiservlendingsolutions.com
1337	fiserv	2006-03-24 14:05:01	2	http://www.fiservinsurance.com
1337	fiserv	2006-03-24 14:05:01	3	http://www.fiservlendingsolutions.com
1337	integrated real estate	2006-03-27 14:52:29	1	http://www.integratedreal.com
1337	integrated real estate	2006-03-27 14:52:29	2	http://www.irisnet.net
1337	integrated loan services	2006-03-29 17:12:27	1	http://www.ils.com
1337	michael keaton date of birth	2006-04-03 22:05:48	1	http://www.imdb.com
1337	auto locator	2006-04-11 21:46:35		
1337	auto locator pennsylvania	2006-04-11 21:46:56		
1337	auto locator pennsylvania	2006-04-11 21:46:57	1	http://theautofinder.com
1337	auto locator	2006-04-11 21:47:57	1	http://www.auto-locator.com
1337	www.mygeisinger.com	2006-04-25 12:04:11		
1337	www.mygeisinger.com	2006-04-25 12:06:30		
1337	kentucky fried chicken	2006-04-25 16:07:14	1	http://www.kfc.com
1337	shamokin dam kentucky fried chicken menu	2006-04-25 16:12:54		
1337	ford	2006-04-26 09:22:34		
1410	www.steparoundstep.com	2006-03-01 21:57:38		
1410	419-644-9191	2006-03-23 17:36:45		
1410	target bowling green state university rug black orange rectangle	2006-04-13 17:41:26		
1410	www.bugerking.com	2006-04-30 09:16:50		
1410	google	2006-05-01 21:40:54	1	http://www.google.com
1410	mycl.cravelyrics.com	2006-05-03 21:34:59		
1410	www.toledo11.com	2006-05-14 19:53:35		
1410	www.toledo11.com	2006-05-14 19:55:41		
1410	www.mapquest	2006-05-19 20:57:38		
1410	www.vanessascorner.com	2006-05-21 13:31:02		
2005	wnmu homepage	2006-03-01 00:46:55	2	http://www.wnmu.edu
2005	wnmu homepage	2006-03-01 00:48:28	1	http://www.wnmu.edu
2005	wnmu homepage	2006-03-01 00:48:28	1	http://www.wnmu.edu
2005	wnmu homepage	2006-03-01 21:03:03	1	http://www.wnmu.edu
2005	wnmu homepage	2006-03-01 21:04:35	1	http://www.wnmu.edu
2005	wnmu home page	2006-03-01 21:57:00	1	http://www.wnmu.edu
2005	wnmu home page	2006-03-01 22:21:57	1	http://www.wnmu.edu
2005	wnmu home page	2006-03-05 19:54:12	1	http://www.wnmu.edu
2005	wnmu homepage	2006-03-07 23:34:21	2	http://www.wnmu.edu
2005	wnmu homepage	2006-03-07 23:36:11	1	http://www.wnmu.edu
2005	wnmu webct	2006-03-07 23:47:49	1	https://western.checs.net:4443/wadmin/webct_logon.htm
2005	myspace.ocm	2006-03-09 23:12:40	1	http://www.morcey.net
2005	glitter graphics.com	2006-03-10 01:00:41	1	http://www.glitter-graphics.com
2005	wnmu.edu	2006-03-23 19:02:42		
2005	google	2006-03-24 21:25:10	1	http://www.google.com
2005	ww.vibe.com	2006-03-26 21:21:51	7	http://www.vibe985.com
2005	google	2006-03-26 21:58:12		
2005	google.co	2006-03-26 21:58:41		
2005	wnmu.edu	2006-03-27 21:24:09	1	http://www.wnmu.edu
2005	wnmu	2006-03-27 21:37:14	1	http://www.wnmu.edu
2005	myspace.co	2006-03-30 23:33:48		
2005	wnmu homepage	2006-04-01 01:06:40	1	http://www.wnmu.edu
2005	http www.s.c.t.gob. mx.	2006-05-04 23:10:04		
2005	http www.s.c.t.gob. mx.roads	2006-05-04 23:10:51		
2005	www.juan grabrielcd.com	2006-05-04 23:16:00		
2005	www.juangabrielcd.com	2006-05-04 23:16:57		
2005	www.accuweather	2006-05-08 01:05:18		
2005	www.accuweather.com	2006-05-08 01:05:33	2	http://wwwa.accuweather.com
2005	www .weather.com	2006-05-08 01:07:49	1	http://www.weather.com
2005	www.loat com	2006-05-08 01:19:27		
2005	www.loat.com weather	2006-05-08 01:20:14		
2005	weather	2006-05-08 01:27:49	8	http://asp.usatoday.com
2005	profileedit.myspace.com	2006-05-28 23:59:01		
2178	wetherchannel	2006-03-01 20:37:39		
2178	weatherchannel	2006-03-01 20:38:46		
2178	weatherchannel	2006-03-01 20:39:05	1	http://www.weatherchannel.com.au
2178	weatherchannel	2006-03-01 21:56:25	5	http://www.weatherchannel.com.ru
2178	zip codes	2006-03-02 04:49:45		
2178	dana reeves dies	2006-03-07 22:15:42		
2178	harry	2006-03-09 08:38:45		
2178	harry and david	2006-03-09 08:39:33	1	http://www.harryanddavid.com
2178	army.mil	2006-03-09 22:28:04		
2178	college savings plan	2006-03-16 09:40:04	1	http://www.collegesavings.org
2178	pennsylvania college savings plan	2006-03-16 10:04:14	6	http://www.patreasury.org
2178	pennsylvania college savings plan	2006-03-16 10:04:14	3	http://swz.salary.com
2178	amc painter's crossing	2006-03-17 18:01:26	2	http://www.mrmovietimes.com
2178	kbb	2006-03-19 16:33:54	1	http://www.kbb.com
2178	remax	2006-03-21 10:32:18	1	http://www.remax.com
2178	fidelity.com	2006-03-22 21:38:25	1	http://www.fidelity.com
2178	fidelity.com	2006-03-23 21:51:02	1	http://www.fidelity.com
2178	fidelity.com	2006-03-23 21:51:02	1	http://www.fidelity.com
2178	torn cornea treatment	2006-03-27 20:34:56	1	http://www.visionrx.com
2178	dog torn cornea treatment	2006-03-27 20:37:21	1	http://www.2ndchance.info
2178	google	2006-03-27 20:58:44	1	http://www.google.com
2178	army.mil	2006-03-27 21:09:49	1	http://www.army.mil
2178	fidelity.com	2006-03-31 10:33:56	1	http://www.fidelity.com
2178	1999 honda accord check engine light reset	2006-03-31 11:27:48	3	http://www.faqfarm.com
2178	1999 honda accord check engine light reset	2006-03-31 11:27:48	8	http://www.alldata.com
2178	1999 honda accord check engine light reset	2006-03-31 11:27:48	10	http://www.carsurvey.org
2178	1999 honda accord check engine light reset	2006-03-31 11:27:48	9	http://www.cartrackers.com
2178	honda accord check engine light pa emissions	2006-03-31 11:58:45	1	http://www.automedia.com
2178	honda accord check engine light pa emissions	2006-03-31 11:58:45	3	http://www.ctcarsandtrucks.com
2178	honda accord check engine light pa emissions	2006-03-31 11:58:45	6	http://www.pgmfi.org
2178	fuel additives to turn off check engine light	2006-03-31 12:06:33		
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	1	http://www.longbeachmuffler.com
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	3	http://www.myhonestmechanic.com
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	4	http://ask.metafilter.com
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	5	http://www.alldata.com
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	7	http://experts.about.com
2178	honda accord fuel additives check engine light	2006-03-31 12:07:07	8	http://www.washingtonpost.com
2178	honda accord fuel additives check engine light	2006-03-31 12:19:54	11	http://www.edmunds.com
2178	fuel additives check engine light	2006-03-31 12:22:51	1	http://www.smogtips.com
2178	fuel additives check engine light	2006-03-31 12:22:51	3	http://experts.about.com
2178	honda accord check engine light walmart	2006-03-31 12:25:39	2	http://townhall-talk.edmunds.com
2178	honda accord check engine light walmart	2006-03-31 12:25:39	1	http://www.faqfarm.com
2178	people search	2006-04-05 19:56:57	1	http://people.yahoo.com
2178	sprint.com	2006-04-05 21:23:40	1	http://www.sprint.com
2178	bare minerals make up	2006-04-07 15:36:02	1	http://www.bareminerals.com
2178	bare minerals make up	2006-04-07 15:36:02	3	http://www.essentialdayspa.com
2178	bare minerals make up	2006-04-07 15:36:02	6	http://bareescentuals.qvc.com
2178	amc painters crossing	2006-04-07 18:14:43	1	http://www.mrmovietimes.com
2178	amc painters crossing	2006-04-07 18:18:19		
2178	pergola	2006-04-08 18:44:00	1	http://www.gardenstructure.com
2178	pergola house entrance	2006-04-08 18:50:28	1	http://www.mooseyscountrygarden.com
2178	pergola house entrance	2006-04-08 18:50:28	3	http://www.english-heritage.org.uk
2178	pergola	2006-04-08 18:52:55		
2178	pergola	2006-04-08 18:53:55	25	http://www.homeportfolio.com
2178	pergola	2006-04-08 18:58:22	28	http://www.plansnow.com
2178	pergola	2006-04-08 18:58:22	31	http://www.bhg.com
2178	accountlinkk	2006-04-10 10:19:57		
2178	accountlink	2006-04-10 10:20:14		
2178	google	2006-04-11 11:06:20		
2178	google	2006-04-11 11:06:41		
2178	irs publication 505	2006-04-11 22:19:49	2	http://www.irs.gov
2178	prestonandsteve	2006-04-12 09:11:37	1	http://www.prestonandsteve.com
2178	msn.com	2006-04-12 16:02:05	1	http://www.msn.com
2178	mnf-iraq.mil	2006-04-13 20:59:56		
2178	mnf-iraq.mil	2006-04-13 20:59:59		
2178	army.mil	2006-04-13 21:03:22		
2178	us constitution center	2006-04-19 22:06:10	1	http://www.constitutioncenter.org
2178	philadelphia rocky statue	2006-04-19 22:12:42	7	http://uk.holidaysguide.yahoo.com
2178	philadelphia art museum	2006-04-19 22:15:23	1	http://www.philamuseum.org
2178	us constitution center	2006-04-19 22:17:44		
2178	philadelphia independence mall	2006-04-19 22:18:19	6	http://www.independencevisitorcenter.com
2178	babiesrus	2006-04-20 19:35:25	1	http://www.babiesrus.com
2178	-	2006-04-22 09:08:40		
2178	securespeed.us	2006-04-22 09:10:00		
2178	lily pads breast	2006-04-29 14:52:29		
2178	army.mil	2006-05-03 09:17:05		
2178	boppy covers	2006-05-08 13:14:00		
2178	ebay.com	2006-05-08 13:22:50		
2178	once upon a child	2006-05-09 09:55:46	2	http://eelement.inetium.com
2178	scott honda	2006-05-09 13:56:50		
2178	braxton hicks contractions	2006-05-09 17:08:21	1	http://www.babycenter.com
2178	braxton hicks contractions	2006-05-09 17:08:21	7	http://www.pregnancy-info.net
2178	foods to avoid when pregnant	2006-05-09 19:32:42	4	http://www.americanpregnancy.org
2178	foods to avoid when breast feeding	2006-05-09 19:36:44	1	http://www.lalecheleague.org
2178	foods to avoid when breast feeding	2006-05-09 19:36:44	4	http://www.babycenter.com
2178	infant innoculation safety	2006-05-09 19:41:32		
2178	hepatitis b vaccine safety infants	2006-05-09 19:43:37	2	http://www.vaccinesafety.edu
2178	hepatitis b vaccine safety infants	2006-05-09 19:43:37	6	http://www.immunize.org
2178	roth ira calculator	2006-05-09 19:53:35	5	http://www.statefarm.com
2178	roth ira calculator	2006-05-09 19:53:35	8	http://www.tcalc.com
2178	roth ira	2006-05-09 19:56:20		
2178	roth ira	2006-05-09 19:58:07		
2178	roth ira estimated value at retirement	2006-05-09 19:59:08	2	http://iraevaluator.fidelity.com
2178	roth ira estimated value at retirement	2006-05-09 19:59:08	8	http://www.ifigure.com
2178	roth ira estimated value at retirement	2006-05-09 19:59:08	5	http://www.fcbweb.net
2178	roth.upi-net.com	2006-05-09 20:01:43		
2178	walmart	2006-05-12 12:39:52	1	http://www.walmart.com
2178	sears	2006-05-12 12:44:22	1	http://www.sears.com
2178	target	2006-05-12 17:05:36	1	http://www.target.com
2178	babycenter.com	2006-05-12 17:43:59	1	http://www.babycenter.com
2178	ad.double script language	2006-05-12 18:30:07		
2178	google	2006-05-16 10:54:39	1	http://www.google.com
2178	fit pregnancy	2006-05-16 15:34:23		
2178	baby center	2006-05-16 15:37:22		
2178	yahoo.com	2006-05-18 17:11:05	1	http://www.yahoo.com
2178	applebee's carside	2006-05-19 19:21:08	1	http://www.applebees.com
2178	baby names	2006-05-20 15:02:38	1	http://www.babynames.com
2178	baby names	2006-05-20 15:02:38	3	http://www.babynamesworld.com
2178	baby names	2006-05-20 15:02:38	9	http://www.thinkbabynames.com
2178	mortgage calculator	2006-05-24 14:39:05	3	http://www.bankrate.com
2178	us zip codes	2006-05-25 21:26:47	1	http://www.usps.com
2178	us zip codes	2006-05-25 21:26:47	2	http://www.usps.com
2178	inducing dog vomiting	2006-05-26 08:42:31	2	http://dogs.about.com
2178	inducing dog vomiting	2006-05-26 08:42:31	1	http://www.doctordog.com
2178	inducing dog defication	2006-05-26 15:30:49		
2178	dog eats uncooked pasta	2006-05-26 15:31:56		
2178	inducing dog vomiting	2006-05-26 15:32:46	5	http://www.twodogpress.com
2178	inducing dog vomiting	2006-05-26 15:32:46	6	http://www.canismajor.com
2178	inducing dog vomiting	2006-05-26 15:32:46	8	http://kitchen.robbiehaf.com
2178	inducing dog vomiting	2006-05-26 15:32:46	10	http://www.dog-first-aid-101.com
2178	inducing dog vomiting	2006-05-26 15:38:36		
2334	aaroncarter	2006-03-01 18:48:51	4	http://aaroncarter.ca
2334	aaroncarter	2006-03-01 18:48:51	1	http://www.aaroncarter.com
2334	www.aaroncarter.com	2006-03-01 18:50:10	7	http://musicmoz.org
2334	www.aaroncarter.com	2006-03-01 18:50:10	1	http://www.aaroncarter.com
2334	www.aaroncarter.com	2006-03-01 18:50:10	8	http://www.allpop.com
2334	jesse mccartney	2006-03-01 18:53:50	3	http://jessemccartneyonline.v3.be
2334	jesse mccartney	2006-03-01 18:53:50	4	http://www.hyfntrak.com
2334	jesse mccartney	2006-03-01 18:55:33		
2334	jesse mccartney	2006-03-01 19:22:36		
2334	popstarmagizine	2006-03-05 18:38:50		
2334	popstarmagazine	2006-03-05 18:39:02		
2334	popstar mag	2006-03-05 18:39:15	4	http://groups.msn.com
2334	popstar mag	2006-03-05 18:39:15	4	http://groups.msn.com
2334	jessemccartney	2006-03-05 18:41:50		
2334	jessemccartney	2006-03-05 18:41:56		
2334	jessemccartney	2006-03-05 18:42:13	3	http://www.hyfntrak.com
2334	aaroncarter	2006-03-05 18:43:14		
2334	aaroncarter	2006-03-05 18:44:46		
2334	jesse mccartney	2006-03-05 18:52:34	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-05 18:52:34	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-05 18:56:53	3	http://groups.msn.com
2334	jesse mccartney	2006-03-05 18:56:53	4	http://jessemccartneyonline.v3.be
2334	jesse mccartney	2006-03-05 18:56:53	8	http://www.jessemac.com.au
2334	jessemccartney	2006-03-07 17:02:33	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-07 18:21:01	1	http://hollywoodrecords.go.com
2334	jessemccartney	2006-03-08 17:36:34	2	http://jessemccartney.fanhost.com
2334	jessemccartney	2006-03-08 17:36:34	6	http://www.xanga.com
2334	jessemccartney	2006-03-08 17:36:34	3	http://www.hyfntrak.com
2334	jessemccartney	2006-03-08 17:36:34	4	http://www.jesse-mccartney.org
2334	jessemccartney	2006-03-08 17:36:34	10	http://www.grouper.com
2334	jessemccartney	2006-03-08 17:36:34	8	http://www.jessemccartney.it
2334	jesse mccartney hollywoodrecords	2006-03-08 18:48:28	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-08 18:53:53	1	http://hollywoodrecords.go.com
2334	jessemccartney	2006-03-08 18:56:38	1	http://hollywoodrecords.go.com
2334	jessemccartney	2006-03-08 18:56:38	5	http://groups.msn.com
2334	jessemccartney	2006-03-08 18:56:38	1	http://hollywoodrecords.go.com
2334	jessemccartney	2006-03-08 18:56:38	3	http://www.hyfntrak.com
2334	jessemccartney	2006-03-11 10:07:03	1	http://hollywoodrecords.go.com
2334	jessemccartney	2006-03-11 10:07:03	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-11 13:10:58	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-11 13:10:58	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-11 13:49:48	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-12 15:32:35	1	http://hollywoodrecords.go.com
2334	c	2006-03-12 20:10:16		
2334	.com	2006-03-14 19:21:27		
2334	jesse mccartney	2006-03-14 19:23:49	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-14 19:25:31	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-03-16 17:16:20	1	http://hollywoodrecords.go.com
2334	movie theaters peru il	2006-03-16 21:04:21		
2334	peru illinois cenima	2006-03-16 21:11:31		
2334	peru illinois cinema	2006-03-16 21:11:38		
2334	peru illinois movie theater showings	2006-03-16 21:12:33	4	http://www.mrmovietimes.com
2334	peru illinois movie theater showings	2006-03-16 21:12:33	4	http://www.mrmovietimes.com
2334	peru illinois movie theater showings	2006-03-16 21:12:33	8	http://www.wqad.com
2334	peru illinois movie theater showings	2006-03-16 21:12:33	9	http://www.wqad.com
2334	disneychanne.com	2006-03-17 13:25:45		
2334	disnchannel.com	2006-03-17 13:26:31		
2334	disneychannel.com	2006-03-17 13:26:40	1	http://disney.go.com
2334	popstar magazine.com	2006-03-19 14:58:46		
2334	popstar magazine.com	2006-03-19 14:58:58		
2334	jojo	2006-03-19 15:02:42	2	http://www.jojoonline.com
2334	jojo	2006-03-19 15:02:42	2	http://www.jojoonline.com
2334	jojo lyrics	2006-03-19 15:12:26	1	http://www.azlyrics.com
2334	jojo lyrics	2006-03-19 15:12:26	1	http://www.azlyrics.com
2334	jojo	2006-03-19 17:19:36	2	http://www.jojoonline.com
2334	jojo	2006-03-19 17:19:36	9	http://www.imdb.com
2334	jojo	2006-03-19 17:19:36	2	http://www.jojoonline.com
2334	jojo	2006-03-19 17:19:36	2	http://www.jojoonline.com
2334	jojo	2006-03-19 17:19:36	1	http://www.jojoonline.com
2334	jesse mccartney	2006-03-20 16:53:53		
2334	jojo	2006-03-20 16:54:01	2	http://www.jojoonline.com
2334	recycleable items	2006-03-27 20:07:20		
2334	shrecycleable items	2006-03-27 20:07:30		
2334	recycleable items	2006-03-27 20:07:54		
2334	spring valley girls softball	2006-03-30 18:53:57		
2334	new mexico	2006-05-03 16:42:27	1	http://www.newmexico.gov
2334	jessemccartney	2006-05-03 16:44:44	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-05-03 16:48:16		
2334	jesse mccartney	2006-05-03 16:48:48	15	http://groups.msn.com
2334	jesse mccartney	2006-05-03 16:50:18		
2334	jesse mccartney	2006-05-03 16:50:34		
2334	jesse mccartney	2006-05-03 16:50:56		
2334	jesse mccartney	2006-05-03 16:51:12		
2334	jesse mccartney	2006-05-03 16:52:13	73	http://www.concerttickets.org
2334	jesse mccartney	2006-05-03 16:53:07		
2334	jesse mccartney	2006-05-03 16:53:28	114	http://www.sortmusic.com
2334	jesse mccartney	2006-05-03 16:56:47	118	http://7thheavenmania6792.tripod.com
2334	jesse mccartney	2006-05-03 16:57:27	131	http://musicstore.connect.com
2334	jesse mccartney	2006-05-03 16:57:31		
2334	jesse mccartney	2006-05-03 16:58:52		
2334	jesse mccartney	2006-05-06 19:52:21		
2334	jesse mccartney	2006-05-06 19:56:20	1	http://hollywoodrecords.go.com
2334	jesse mccartney	2006-05-09 17:15:44	143	http://www.sortmusic.com
2334	jesse mccartney	2006-05-09 17:17:20		
2334	jesse mccartney	2006-05-09 18:55:33		
2334	jesse mccartney	2006-05-09 18:55:58		
2334	jesse mccartney	2006-05-09 18:56:16		
2334	jesse mccartney	2006-05-09 18:57:20		
2334	jesse mccartney	2006-05-09 18:58:23		
